IP Range,Country,Region,City,Postal Code
2a01:111:f400:feac::/64,KR,,SEOUL,
2a01:111:f400:fec0::/64,KR,,SEOUL,
2a01:111:f400:fec9::/64,KR,,SEOUL,
2a01:111:f400:fee0::/64,KR,,SEOUL,
2a01:111:f400:feec::/64,KR,,SEOUL,
2a01:111:f402:4400::/54,KR,,SEOUL,
2a01:111:f402:f0d1::/64,KR,,SEOUL,
2a01:111:f403:1000::/64,KR,,SEOUL,
2a01:111:f403:1005::/64,KR,,SEOUL,
2a01:111:f403:5017::/64,KR,,SEOUL,
2a01:111:f403:7079::/64,KR,,SEOUL,
2a01:111:f403:8004::/64,KR,,SEOUL,
2a01:111:f403:9000::/64,KR,,SEOUL,
2a01:111:f403:9007::/64,KR,,SEOUL,
2a01:111:f403:9012::/64,KR,,SEOUL,
13.67.0.0/17,SG,,SINGAPORE,
13.76.0.0/16,SG,,SINGAPORE,
13.104.149.0/26,SG,,SINGAPORE,
13.104.153.0/27,SG,,SINGAPORE,
13.104.153.32/28,SG,,SINGAPORE,
13.104.153.64/27,SG,,SINGAPORE,
13.104.153.192/26,SG,,SINGAPORE,
13.104.154.0/25,SG,,SINGAPORE,
13.104.183.64/28,SG,,SINGAPORE,
13.104.183.224/28,SG,,SINGAPORE,
13.104.213.128/25,SG,,SINGAPORE,
13.104.238.0/23,SG,,SINGAPORE,
13.105.4.0/23,SG,,SINGAPORE,
13.105.15.28/30,SG,,SINGAPORE,
13.105.71.64/26,SG,,SINGAPORE,
13.106.4.0/23,SG,,SINGAPORE,
13.106.148.0/23,SG,,SINGAPORE,
13.106.168.0/23,SG,,SINGAPORE,
13.106.192.0/23,SG,,SINGAPORE,
13.106.240.0/23,SG,,SINGAPORE,
13.107.184.160/30,SG,,SINGAPORE,
13.107.185.164/30,SG,,SINGAPORE,
13.107.185.168/30,SG,,SINGAPORE,
13.107.185.180/30,SG,,SINGAPORE,
13.107.194.56/30,SG,,SINGAPORE,
20.43.128.0/18,SG,,SINGAPORE,
20.44.192.0/18,SG,,SINGAPORE,
20.47.9.0/24,SG,,SINGAPORE,
20.47.33.0/24,SG,,SINGAPORE,
20.47.64.0/24,SG,,SINGAPORE,
20.47.98.0/24,SG,,SINGAPORE,
20.60.136.0/24,SG,,SINGAPORE,
20.60.138.0/23,SG,,SINGAPORE,
20.135.84.0/22,SG,,SINGAPORE,
20.135.88.0/23,SG,,SINGAPORE,
20.150.17.128/25,SG,,SINGAPORE,
20.150.28.0/24,SG,,SINGAPORE,
20.150.86.0/24,SG,,SINGAPORE,
20.150.127.0/24,SG,,SINGAPORE,
20.157.98.0/24,SG,,SINGAPORE,
20.157.128.0/24,SG,,SINGAPORE,
20.184.0.0/18,SG,,SINGAPORE,
20.188.96.0/19,SG,,SINGAPORE,
20.190.64.0/19,SG,,SINGAPORE,
20.190.140.0/25,SG,,SINGAPORE,
20.190.163.0/24,SG,,SINGAPORE,
20.191.128.0/19,SG,,SINGAPORE,
20.195.0.0/18,SG,,SINGAPORE,
20.195.64.0/21,SG,,SINGAPORE,
20.195.80.0/21,SG,,SINGAPORE,
20.195.96.0/19,SG,,SINGAPORE,
20.197.64.0/18,SG,,SINGAPORE,
20.198.128.0/17,SG,,SINGAPORE,
20.202.43.0/24,SG,,SINGAPORE,
20.205.192.0/18,SG,,SINGAPORE,
23.97.48.0/20,SG,,SINGAPORE,
23.98.64.0/18,SG,,SINGAPORE,
23.100.112.0/21,SG,,SINGAPORE,
23.101.16.0/20,SG,,SINGAPORE,
23.103.131.112/28,SG,,SINGAPORE,
23.103.131.128/27,SG,,SINGAPORE,
23.103.138.96/27,SG,,SINGAPORE,
23.103.138.128/28,SG,,SINGAPORE,
23.103.138.224/27,SG,,SINGAPORE,
23.103.141.240/28,SG,,SINGAPORE,
23.103.153.0/27,SG,,SINGAPORE,
23.103.155.0/27,SG,,SINGAPORE,
23.103.155.64/27,SG,,SINGAPORE,
23.103.155.160/27,SG,,SINGAPORE,
23.103.182.192/26,SG,,SINGAPORE,
23.103.183.0/26,SG,,SINGAPORE,
23.103.189.0/27,SG,,SINGAPORE,
23.103.190.0/26,SG,,SINGAPORE,
23.103.190.96/27,SG,,SINGAPORE,
23.103.190.224/27,SG,,SINGAPORE,
23.103.249.64/28,SG,,SINGAPORE,
23.103.253.32/27,SG,,SINGAPORE,
40.65.128.0/18,SG,,SINGAPORE,
40.66.64.144/29,SG,,SINGAPORE,
40.66.84.0/23,SG,,SINGAPORE,
40.66.118.0/24,SG,,SINGAPORE,
40.78.223.0/24,SG,,SINGAPORE,
40.78.232.0/21,SG,,SINGAPORE,
40.79.206.32/27,SG,,SINGAPORE,
40.82.28.0/22,SG,,SINGAPORE,
40.87.196.0/22,SG,,SINGAPORE,
40.90.133.192/26,SG,,SINGAPORE,
40.90.134.0/26,SG,,SINGAPORE,
40.90.137.64/27,SG,,SINGAPORE,
40.90.138.96/27,SG,,SINGAPORE,
40.90.146.160/27,SG,,SINGAPORE,
40.90.146.224/27,SG,,SINGAPORE,
40.90.154.128/26,SG,,SINGAPORE,
40.90.160.0/19,SG,,SINGAPORE,
40.92.53.0/24,SG,,SINGAPORE,
40.92.61.0/24,SG,,SINGAPORE,
40.92.83.0/24,SG,,SINGAPORE,
40.92.104.0/24,SG,,SINGAPORE,
40.92.240.0/23,SG,,SINGAPORE,
40.92.251.0/24,SG,,SINGAPORE,
40.92.253.0/24,SG,,SINGAPORE,
40.93.129.0/24,SG,,SINGAPORE,
40.94.226.0/25,SG,,SINGAPORE,
40.94.231.0/24,SG,,SINGAPORE,
40.94.232.0/24,SG,,SINGAPORE,
40.94.249.0/24,SG,,SINGAPORE,
40.94.251.0/24,SG,,SINGAPORE,
40.95.54.0/24,SG,,SINGAPORE,
40.95.62.0/24,SG,,SINGAPORE,
40.95.82.0/24,SG,,SINGAPORE,
40.95.107.0/24,SG,,SINGAPORE,
40.95.240.0/23,SG,,SINGAPORE,
40.95.251.0/24,SG,,SINGAPORE,
40.95.253.0/24,SG,,SINGAPORE,
40.96.1.240/28,SG,,SINGAPORE,
40.96.2.0/26,SG,,SINGAPORE,
40.96.2.64/27,SG,,SINGAPORE,
40.96.2.96/28,SG,,SINGAPORE,
40.96.15.64/26,SG,,SINGAPORE,
40.96.15.128/26,SG,,SINGAPORE,
40.96.22.240/28,SG,,SINGAPORE,
40.96.49.64/26,SG,,SINGAPORE,
40.96.49.128/26,SG,,SINGAPORE,
40.96.49.192/28,SG,,SINGAPORE,
40.99.5.128/28,SG,,SINGAPORE,
40.99.5.144/29,SG,,SINGAPORE,
40.99.7.224/28,SG,,SINGAPORE,
40.99.8.192/28,SG,,SINGAPORE,
40.99.9.80/28,SG,,SINGAPORE,
40.99.9.96/27,SG,,SINGAPORE,
40.100.28.0/22,SG,,SINGAPORE,
40.100.32.0/22,SG,,SINGAPORE,
40.100.55.0/24,SG,,SINGAPORE,
40.103.28.80/28,SG,,SINGAPORE,
40.103.28.144/28,SG,,SINGAPORE,
40.103.28.208/28,SG,,SINGAPORE,
40.103.29.16/28,SG,,SINGAPORE,
40.107.125.0/24,SG,,SINGAPORE,
40.107.126.0/24,SG,,SINGAPORE,
40.107.131.0/24,SG,,SINGAPORE,
40.107.133.0/24,SG,,SINGAPORE,
40.107.134.0/24,SG,,SINGAPORE,
40.107.196.0/24,SG,,SINGAPORE,
40.107.215.0/24,SG,,SINGAPORE,
40.107.229.0/24,SG,,SINGAPORE,
40.107.232.0/24,SG,,SINGAPORE,
40.107.240.0/24,SG,,SINGAPORE,
40.108.217.0/24,SG,,SINGAPORE,
40.108.236.0/24,SG,,SINGAPORE,
40.108.246.0/24,SG,,SINGAPORE,
40.119.192.0/18,SG,,SINGAPORE,
40.126.12.0/25,SG,,SINGAPORE,
40.126.35.0/24,SG,,SINGAPORE,
52.98.32.40/29,SG,,SINGAPORE,
52.98.32.208/28,SG,,SINGAPORE,
52.98.33.32/27,SG,,SINGAPORE,
52.98.33.64/26,SG,,SINGAPORE,
52.98.33.128/25,SG,,SINGAPORE,
52.98.34.0/25,SG,,SINGAPORE,
52.98.34.232/29,SG,,SINGAPORE,
52.98.36.128/25,SG,,SINGAPORE,
52.98.37.0/27,SG,,SINGAPORE,
52.98.37.88/29,SG,,SINGAPORE,
52.98.40.32/27,SG,,SINGAPORE,
52.98.40.128/25,SG,,SINGAPORE,
52.98.42.80/28,SG,,SINGAPORE,
52.98.42.96/27,SG,,SINGAPORE,
52.98.42.128/26,SG,,SINGAPORE,
52.98.46.32/28,SG,,SINGAPORE,
52.98.50.16/28,SG,,SINGAPORE,
52.98.50.32/27,SG,,SINGAPORE,
52.98.50.64/28,SG,,SINGAPORE,
52.98.50.128/25,SG,,SINGAPORE,
52.98.53.16/28,SG,,SINGAPORE,
52.98.54.64/27,SG,,SINGAPORE,
52.98.54.128/25,SG,,SINGAPORE,
52.98.55.128/25,SG,,SINGAPORE,
52.98.56.0/27,SG,,SINGAPORE,
52.98.58.16/28,SG,,SINGAPORE,
52.98.58.80/28,SG,,SINGAPORE,
52.98.59.32/28,SG,,SINGAPORE,
52.98.59.96/28,SG,,SINGAPORE,
52.98.61.128/28,SG,,SINGAPORE,
52.98.65.0/24,SG,,SINGAPORE,
52.98.66.0/25,SG,,SINGAPORE,
52.98.70.0/23,SG,,SINGAPORE,
52.98.73.32/27,SG,,SINGAPORE,
52.98.77.112/28,SG,,SINGAPORE,
52.98.80.0/25,SG,,SINGAPORE,
52.98.82.64/26,SG,,SINGAPORE,
52.98.84.0/25,SG,,SINGAPORE,
52.98.90.0/24,SG,,SINGAPORE,
52.98.98.128/25,SG,,SINGAPORE,
52.98.100.0/23,SG,,SINGAPORE,
52.98.102.0/25,SG,,SINGAPORE,
52.98.103.16/28,SG,,SINGAPORE,
52.98.103.64/26,SG,,SINGAPORE,
52.98.106.128/25,SG,,SINGAPORE,
52.98.108.96/27,SG,,SINGAPORE,
52.98.108.128/25,SG,,SINGAPORE,
52.98.110.0/25,SG,,SINGAPORE,
52.98.115.224/27,SG,,SINGAPORE,
52.98.116.0/25,SG,,SINGAPORE,
52.98.122.64/26,SG,,SINGAPORE,
52.98.124.128/28,SG,,SINGAPORE,
52.99.128.240/28,SG,,SINGAPORE,
52.99.129.96/28,SG,,SINGAPORE,
52.100.164.0/24,SG,,SINGAPORE,
52.100.184.0/24,SG,,SINGAPORE,
52.100.193.0/24,SG,,SINGAPORE,
52.100.194.0/24,SG,,SINGAPORE,
52.100.220.0/24,SG,,SINGAPORE,
52.101.133.0/24,SG,,SINGAPORE,
52.101.134.0/23,SG,,SINGAPORE,
52.101.136.0/23,SG,,SINGAPORE,
52.102.0.168/29,SG,,SINGAPORE,
52.102.0.248/29,SG,,SINGAPORE,
52.102.3.0/28,SG,,SINGAPORE,
52.102.3.48/28,SG,,SINGAPORE,
52.102.3.96/29,SG,,SINGAPORE,
52.102.3.112/28,SG,,SINGAPORE,
52.102.193.0/24,SG,,SINGAPORE,
52.103.65.0/24,SG,,SINGAPORE,
52.103.193.0/24,SG,,SINGAPORE,
52.105.194.0/23,SG,,SINGAPORE,
52.105.204.0/24,SG,,SINGAPORE,
52.105.217.0/24,SG,,SINGAPORE,
52.105.228.0/23,SG,,SINGAPORE,
52.105.231.0/24,SG,,SINGAPORE,
52.105.242.0/24,SG,,SINGAPORE,
52.108.68.0/23,SG,,SINGAPORE,
52.108.91.0/24,SG,,SINGAPORE,
52.108.184.0/24,SG,,SINGAPORE,
52.108.195.0/24,SG,,SINGAPORE,
52.108.206.0/23,SG,,SINGAPORE,
52.108.236.0/22,SG,,SINGAPORE,
52.109.124.0/22,SG,,SINGAPORE,
52.111.240.0/24,SG,,SINGAPORE,
52.112.40.0/21,SG,,SINGAPORE,
52.112.48.0/20,SG,,SINGAPORE,
52.113.1.0/24,SG,,SINGAPORE,
52.113.3.0/25,SG,,SINGAPORE,
52.113.7.32/27,SG,,SINGAPORE,
52.113.8.0/25,SG,,SINGAPORE,
52.113.32.128/25,SG,,SINGAPORE,
52.113.64.128/25,SG,,SINGAPORE,
52.113.65.128/26,SG,,SINGAPORE,
52.113.67.160/27,SG,,SINGAPORE,
52.113.80.64/26,SG,,SINGAPORE,
52.113.101.0/24,SG,,SINGAPORE,
52.113.105.0/24,SG,,SINGAPORE,
52.113.109.0/24,SG,,SINGAPORE,
52.113.131.0/24,SG,,SINGAPORE,
52.114.8.0/21,SG,,SINGAPORE,
52.114.54.0/23,SG,,SINGAPORE,
52.114.56.0/23,SG,,SINGAPORE,
52.114.80.0/22,SG,,SINGAPORE,
52.114.216.0/22,SG,,SINGAPORE,
52.115.32.0/22,SG,,SINGAPORE,
52.115.36.0/23,SG,,SINGAPORE,
52.115.97.0/24,SG,,SINGAPORE,
52.120.144.0/21,SG,,SINGAPORE,
52.120.156.0/24,SG,,SINGAPORE,
52.121.128.0/20,SG,,SINGAPORE,
52.121.144.0/21,SG,,SINGAPORE,
52.123.252.0/25,SG,,SINGAPORE,
52.136.26.0/24,SG,,SINGAPORE,
52.139.192.0/18,SG,,SINGAPORE,
52.143.196.0/24,SG,,SINGAPORE,
52.143.210.0/24,SG,,SINGAPORE,
52.148.64.0/18,SG,,SINGAPORE,
52.163.0.0/16,SG,,SINGAPORE,
52.187.0.0/17,SG,,SINGAPORE,
52.187.128.0/18,SG,,SINGAPORE,
52.230.0.0/17,SG,,SINGAPORE,
52.237.64.0/18,SG,,SINGAPORE,
52.239.129.0/24,SG,,SINGAPORE,
52.239.197.0/24,SG,,SINGAPORE,
52.239.227.0/24,SG,,SINGAPORE,
52.239.249.0/24,SG,,SINGAPORE,
52.245.80.0/22,SG,,SINGAPORE,
52.253.80.0/20,SG,,SINGAPORE,
65.55.88.64/27,SG,,SINGAPORE,
65.55.88.224/27,SG,,SINGAPORE,
66.119.147.0/24,SG,,SINGAPORE,
66.119.152.0/25,SG,,SINGAPORE,
66.119.157.160/27,SG,,SINGAPORE,
66.119.158.128/27,SG,,SINGAPORE,
104.43.0.0/17,SG,,SINGAPORE,
104.44.84.128/26,SG,,SINGAPORE,
104.44.89.32/27,SG,,SINGAPORE,
104.44.90.128/27,SG,,SINGAPORE,
104.44.92.32/27,SG,,SINGAPORE,
104.44.94.144/28,SG,,SINGAPORE,
104.44.95.192/28,SG,,SINGAPORE,
104.44.95.224/28,SG,,SINGAPORE,
104.44.96.192/26,SG,,SINGAPORE,
104.44.97.0/24,SG,,SINGAPORE,
104.44.107.32/27,SG,,SINGAPORE,
104.44.120.0/21,SG,,SINGAPORE,
104.44.202.192/27,SG,,SINGAPORE,
104.44.208.192/26,SG,,SINGAPORE,
104.44.221.32/27,SG,,SINGAPORE,
104.44.254.64/26,SG,,SINGAPORE,
104.47.26.64/26,SG,,SINGAPORE,
104.47.27.128/25,SG,,SINGAPORE,
104.47.66.192/26,SG,,SINGAPORE,
104.47.72.0/27,SG,,SINGAPORE,
104.47.75.64/26,SG,,SINGAPORE,
104.47.81.0/24,SG,,SINGAPORE,
104.47.82.0/24,SG,,SINGAPORE,
104.47.119.0/24,SG,,SINGAPORE,
104.47.121.0/24,SG,,SINGAPORE,
104.47.125.0/24,SG,,SINGAPORE,
104.47.127.0/24,SG,,SINGAPORE,
104.146.198.0/23,SG,,SINGAPORE,
104.215.128.0/17,SG,,SINGAPORE,
111.221.23.128/25,SG,,SINGAPORE,
111.221.80.0/20,SG,,SINGAPORE,
111.221.96.0/20,SG,,SINGAPORE,
111.221.116.0/22,SG,,SINGAPORE,
111.221.124.0/22,SG,,SINGAPORE,
131.253.180.100/30,SG,,SINGAPORE,
131.253.180.104/29,SG,,SINGAPORE,
131.253.180.116/30,SG,,SINGAPORE,
131.253.180.120/30,SG,,SINGAPORE,
132.245.41.96/27,SG,,SINGAPORE,
132.245.41.128/25,SG,,SINGAPORE,
132.245.57.192/26,SG,,SINGAPORE,
132.245.67.48/28,SG,,SINGAPORE,
132.245.67.64/28,SG,,SINGAPORE,
132.245.154.0/23,SG,,SINGAPORE,
132.245.160.0/27,SG,,SINGAPORE,
132.245.160.32/28,SG,,SINGAPORE,
132.245.160.64/26,SG,,SINGAPORE,
132.245.160.128/26,SG,,SINGAPORE,
132.245.160.192/29,SG,,SINGAPORE,
132.245.160.216/29,SG,,SINGAPORE,
132.245.160.224/27,SG,,SINGAPORE,
132.245.162.128/27,SG,,SINGAPORE,
132.245.164.160/27,SG,,SINGAPORE,
132.245.165.0/25,SG,,SINGAPORE,
132.245.254.96/28,SG,,SINGAPORE,
134.170.132.0/24,SG,,SINGAPORE,
137.116.128.0/19,SG,,SINGAPORE,
138.91.32.0/20,SG,,SINGAPORE,
147.243.0.192/26,SG,,SINGAPORE,
147.243.1.0/26,SG,,SINGAPORE,
147.243.1.64/27,SG,,SINGAPORE,
147.243.4.96/27,SG,,SINGAPORE,
147.243.4.128/26,SG,,SINGAPORE,
147.243.13.192/27,SG,,SINGAPORE,
147.243.200.0/24,SG,,SINGAPORE,
147.243.209.192/26,SG,,SINGAPORE,
147.243.210.0/24,SG,,SINGAPORE,
147.243.246.192/26,SG,,SINGAPORE,
147.243.249.0/24,SG,,SINGAPORE,
157.56.158.0/24,SG,,SINGAPORE,
157.56.210.40/29,SG,,SINGAPORE,
157.56.210.64/29,SG,,SINGAPORE,
157.56.211.8/29,SG,,SINGAPORE,
157.56.234.80/28,SG,,SINGAPORE,
167.220.249.128/26,SG,,SINGAPORE,
168.63.90.0/24,SG,,SINGAPORE,
168.63.91.0/26,SG,,SINGAPORE,
168.63.160.0/19,SG,,SINGAPORE,
168.63.224.0/19,SG,,SINGAPORE,
191.232.83.128/27,SG,,SINGAPORE,
191.238.64.0/23,SG,,SINGAPORE,
192.48.225.64/27,SG,,SINGAPORE,
192.48.225.96/28,SG,,SINGAPORE,
206.191.227.208/28,SG,,SINGAPORE,
206.191.228.192/28,SG,,SINGAPORE,
207.46.36.152/30,SG,,SINGAPORE,
207.46.48.0/26,SG,,SINGAPORE,
207.46.48.128/27,SG,,SINGAPORE,
207.46.48.160/30,SG,,SINGAPORE,
207.46.48.176/28,SG,,SINGAPORE,
207.46.48.192/27,SG,,SINGAPORE,
207.46.48.224/28,SG,,SINGAPORE,
207.46.49.0/25,SG,,SINGAPORE,
207.46.50.0/24,SG,,SINGAPORE,
207.46.51.0/30,SG,,SINGAPORE,
207.46.51.12/30,SG,,SINGAPORE,
207.46.51.16/28,SG,,SINGAPORE,
207.46.51.32/27,SG,,SINGAPORE,
207.46.51.64/27,SG,,SINGAPORE,
207.46.51.128/27,SG,,SINGAPORE,
207.46.51.176/28,SG,,SINGAPORE,
207.46.51.192/27,SG,,SINGAPORE,
207.46.51.232/29,SG,,SINGAPORE,
207.46.51.244/30,SG,,SINGAPORE,
207.46.51.252/30,SG,,SINGAPORE,
207.46.52.0/24,SG,,SINGAPORE,
207.46.53.0/25,SG,,SINGAPORE,
207.46.53.128/26,SG,,SINGAPORE,
207.46.53.208/28,SG,,SINGAPORE,
207.46.53.232/29,SG,,SINGAPORE,
207.46.53.240/28,SG,,SINGAPORE,
207.46.54.0/28,SG,,SINGAPORE,
207.46.54.16/30,SG,,SINGAPORE,
207.46.54.32/27,SG,,SINGAPORE,
207.46.54.64/28,SG,,SINGAPORE,
207.46.54.96/27,SG,,SINGAPORE,
207.46.54.128/26,SG,,SINGAPORE,
207.46.54.192/27,SG,,SINGAPORE,
207.46.55.0/24,SG,,SINGAPORE,
207.46.58.0/24,SG,,SINGAPORE,
207.46.59.32/27,SG,,SINGAPORE,
207.46.59.64/26,SG,,SINGAPORE,
207.46.59.128/25,SG,,SINGAPORE,
207.46.60.0/24,SG,,SINGAPORE,
207.46.62.0/24,SG,,SINGAPORE,
207.46.63.64/26,SG,,SINGAPORE,
207.46.63.128/25,SG,,SINGAPORE,
207.46.211.128/25,SG,,SINGAPORE,
207.46.217.0/24,SG,,SINGAPORE,
207.46.219.200/29,SG,,SINGAPORE,
207.46.224.0/20,SG,,SINGAPORE,
2404:f801:b080::/64,SG,,SINGAPORE,
2603:1040::/40,SG,,SINGAPORE,
2603:1046::/40,SG,,SINGAPORE,
2603:1046:c00:12::/63,SG,,SINGAPORE,
2603:1046:c00:14::/62,SG,,SINGAPORE,
2603:1046:c00:18::/64,SG,,SINGAPORE,
2603:1046:c00:1c::/62,SG,,SINGAPORE,
2603:1046:c00:c003::/64,SG,,SINGAPORE,
2603:1046:c01::/48,SG,,SINGAPORE,
2603:1046:1406::/48,SG,,SINGAPORE,
2603:1046:1500:28::/62,SG,,SINGAPORE,
2603:1046:2000:180::/59,SG,,SINGAPORE,
2603:1047:0:2::/63,SG,,SINGAPORE,
2603:1047:0:6::/64,SG,,SINGAPORE,
2603:1047:0:f::/64,SG,,SINGAPORE,
2603:1047:0:41::/64,SG,,SINGAPORE,
2603:1047:0:82::/63,SG,,SINGAPORE,
2603:1047:0:86::/64,SG,,SINGAPORE,
2603:1047:0:8f::/64,SG,,SINGAPORE,
2603:1047:0:91::/64,SG,,SINGAPORE,
2603:1047:0:c1::/64,SG,,SINGAPORE,
2603:1047:0:480::/57,SG,,SINGAPORE,
2603:1047:1:180::/59,SG,,SINGAPORE,
2603:1047:100::/40,SG,,SINGAPORE,
2603:1049::/46,SG,,SINGAPORE,
2603:1062:0:8d::/64,SG,,SINGAPORE,
2a01:111:201a::/48,SG,,SINGAPORE,
2a01:111:2031::/48,SG,,SINGAPORE,
2a01:111:2035::/48,SG,,SINGAPORE,
2a01:111:f100:7000::/52,SG,,SINGAPORE,
2a01:111:f102:b000::/52,SG,,SINGAPORE,
2a01:111:f103:1000::/52,SG,,SINGAPORE,
2a01:111:f400:2dee::/64,SG,,SINGAPORE,
2a01:111:f400:2df0::/60,SG,,SINGAPORE,
2a01:111:f400:2f4b::/64,SG,,SINGAPORE,
2a01:111:f400:2f4c::/62,SG,,SINGAPORE,
2a01:111:f400:2f50::/61,SG,,SINGAPORE,
2a01:111:f400:2f98::/62,SG,,SINGAPORE,
2a01:111:f400:2f9c::/63,SG,,SINGAPORE,
2a01:111:f400:3299::/64,SG,,SINGAPORE,
2a01:111:f400:329a::/63,SG,,SINGAPORE,
2a01:111:f400:329c::/62,SG,,SINGAPORE,
2a01:111:f400:521e::/64,SG,,SINGAPORE,
2a01:111:f400:5225::/64,SG,,SINGAPORE,
2a01:111:f400:5226::/63,SG,,SINGAPORE,
2a01:111:f400:6030::/63,SG,,SINGAPORE,
2a01:111:f400:608f::/64,SG,,SINGAPORE,
2a01:111:f400:609e::/63,SG,,SINGAPORE,
2a01:111:f400:7c1d::/64,SG,,SINGAPORE,
2a01:111:f400:7e97::/64,SG,,SINGAPORE,
2a01:111:f400:7ea3::/64,SG,,SINGAPORE,
2a01:111:f400:7eb0::/63,SG,,SINGAPORE,
2a01:111:f400:7eb7::/64,SG,,SINGAPORE,
2a01:111:f400:7eb9::/64,SG,,SINGAPORE,
2a01:111:f400:7ebe::/64,SG,,SINGAPORE,
2a01:111:f400:e0f0::/64,SG,,SINGAPORE,
2a01:111:f400:e118::/64,SG,,SINGAPORE,
2a01:111:f400:e230::/64,SG,,SINGAPORE,
2a01:111:f400:e236::/63,SG,,SINGAPORE,
2a01:111:f400:e288::/64,SG,,SINGAPORE,
2a01:111:f400:e28c::/64,SG,,SINGAPORE,
2a01:111:f400:f30d::/64,SG,,SINGAPORE,
2a01:111:f400:f30e::/63,SG,,SINGAPORE,
2a01:111:f400:f555::/64,SG,,SINGAPORE,
2a01:111:f400:f556::/64,SG,,SINGAPORE,
2a01:111:f400:f55a::/64,SG,,SINGAPORE,
2a01:111:f400:fe90::/64,SG,,SINGAPORE,
2a01:111:f400:feb7::/64,SG,,SINGAPORE,
2a01:111:f400:feb9::/64,SG,,SINGAPORE,
2a01:111:f400:febd::/64,SG,,SINGAPORE,
2a01:111:f400:fec5::/64,SG,,SINGAPORE,
2a01:111:f400:fec8::/64,SG,,SINGAPORE,
2a01:111:f400:ff8d::/64,SG,,SINGAPORE,
2a01:111:f400:ff8f::/64,SG,,SINGAPORE,
2a01:111:f402:a803::/64,SG,,SINGAPORE,
2a01:111:f402:a806::/64,SG,,SINGAPORE,
2a01:111:f402:b400::/61,SG,,SINGAPORE,
2a01:111:f402:b408::/63,SG,,SINGAPORE,
2a01:111:f402:f03f::/64,SG,,SINGAPORE,
2a01:111:f402:f074::/64,SG,,SINGAPORE,
2a01:111:f402:f0ca::/63,SG,,SINGAPORE,
2a01:111:f402:f0dc::/64,SG,,SINGAPORE,
2a01:111:f402:f0f4::/64,SG,,SINGAPORE,
2a01:111:f403:1007::/64,SG,,SINGAPORE,
2a01:111:f403:1009::/64,SG,,SINGAPORE,
2a01:111:f403:1012::/64,SG,,SINGAPORE,
2a01:111:f403:1015::/64,SG,,SINGAPORE,
2a01:111:f403:1017::/64,SG,,SINGAPORE,
2a01:111:f403:101a::/64,SG,,SINGAPORE,
2a01:111:f403:101c::/64,SG,,SINGAPORE,
2a01:111:f403:500f::/64,SG,,SINGAPORE,
2a01:111:f403:5010::/62,SG,,SINGAPORE,
2a01:111:f403:5014::/63,SG,,SINGAPORE,
2a01:111:f403:7001::/64,SG,,SINGAPORE,
2a01:111:f403:7025::/64,SG,,SINGAPORE,
2a01:111:f403:7026::/63,SG,,SINGAPORE,
2a01:111:f403:7030::/63,SG,,SINGAPORE,
2a01:111:f403:7032::/64,SG,,SINGAPORE,
2a01:111:f403:7034::/63,SG,,SINGAPORE,
2a01:111:f403:801b::/64,SG,,SINGAPORE,
2a01:111:f403:9003::/64,SG,,SINGAPORE,
2a01:111:f403:9006::/64,SG,,SINGAPORE,
2a01:111:f403:c401::/64,SG,,SINGAPORE,
2a01:111:f403:cc05::/64,SG,,SINGAPORE,
2a01:111:f403:cc06::/63,SG,,SINGAPORE,
2a01:111:f403:cc08::/63,SG,,SINGAPORE,
2a01:111:f403:d402::/64,SG,,SINGAPORE,
2a01:111:f403:dc01::/64,SG,,SINGAPORE,
2a01:111:f403:e401::/64,SG,,SINGAPORE,
2a01:111:f404:a800::/54,SG,,SINGAPORE,
2a01:111:f406:a805::/64,SG,,SINGAPORE,
2a01:111:f406:b400::/54,SG,,SINGAPORE,
13.104.138.0/23,NO,,STAVANGER,
13.104.153.48/28,NO,,STAVANGER,
13.104.153.96/27,NO,,STAVANGER,
13.104.155.0/27,NO,,STAVANGER,
13.104.217.128/25,NO,,STAVANGER,
13.104.254.208/28,NO,,STAVANGER,
13.107.194.76/30,NO,,STAVANGER,
20.47.49.0/24,NO,,STAVANGER,
20.60.15.0/24,NO,,STAVANGER,
20.135.58.0/23,NO,,STAVANGER,
20.150.0.0/24,NO,,STAVANGER,
20.150.56.0/24,NO,,STAVANGER,
20.157.3.0/24,NO,,STAVANGER,
20.190.186.0/24,NO,,STAVANGER,
23.103.135.152/29,NO,,STAVANGER,
40.92.56.0/24,NO,,STAVANGER,
40.92.86.0/24,NO,,STAVANGER,
40.95.57.0/24,NO,,STAVANGER,
40.95.85.0/24,NO,,STAVANGER,
40.107.225.0/24,NO,,STAVANGER,
40.119.108.0/22,NO,,STAVANGER,
40.126.58.0/24,NO,,STAVANGER,
40.126.201.0/24,NO,,STAVANGER,
51.13.128.0/19,NO,,STAVANGER,
51.120.128.0/18,NO,,STAVANGER,
51.120.192.0/20,NO,,STAVANGER,
51.120.216.0/21,NO,,STAVANGER,
51.120.224.0/21,NO,,STAVANGER,
52.97.227.0/26,NO,,STAVANGER,
52.97.228.80/28,NO,,STAVANGER,
52.97.229.0/25,NO,,STAVANGER,
52.97.229.128/26,NO,,STAVANGER,
52.98.145.32/27,NO,,STAVANGER,
52.98.145.128/28,NO,,STAVANGER,
52.98.145.160/27,NO,,STAVANGER,
52.100.205.0/24,NO,,STAVANGER,
52.104.37.0/24,NO,,STAVANGER,
